config_name,model_family,model_size,quantization,adapter_type,is_finetuned,rag_name,rag_chunking,rag_retrieval,rag_bias,rag_pass_at_5,has_rag,triage_accuracy,f1_score,f2_score,cases_evaluated,success_count,error_count,total_inference_time,avg_inference_time,rag_retrieval_time,rag_context_length,config_type
SmolLM2-135M_4bit_FineTuned_adapter_safe_triage_SmolLM2-135M_4bit_performance_safe_RAG_top2_structured_pure_diverse,SmolLM2-135M,4bit,unknown,performance_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.295,0.389946949602122,0.3462317354524481,200,200,0,194.86416482925415,0.9743208241462707,0.006388101577758789,6909.075,Fine-tuned + RAG
SmolLM2-135M_4bit_FineTuned_adapter_safe_triage_SmolLM2-135M_4bit_performance_safe_RAG_top3_contextual_sentence_diverse,SmolLM2-135M,4bit,unknown,performance_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.175,0.33077551020408164,0.29473684210526313,200,200,0,217.66455507278442,1.0883227753639222,0.45509875416755674,12635.875,Fine-tuned + RAG
SmolLM2-135M_4bit_FineTuned_adapter_safe_triage_SmolLM2-135M_4bit_ultra_safe_NoRAG,SmolLM2-135M,4bit,unknown,ultra_safe,True,None,None,None,None,0.0,False,0.08,0.5369766642716566,0.5154713656387666,200,200,0,167.48781824111938,0.8374390912055969,0.0,0.0,Fine-tuned
SmolLM2-135M_4bit_FineTuned_adapter_safe_triage_SmolLM2-135M_4bit_ultra_safe_RAG_top1_structured_contextual_diverse,SmolLM2-135M,4bit,unknown,ultra_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.3,0.592078971875582,0.5871748890926001,200,200,0,198.68974804878235,0.9934487402439117,0.037347198724746705,7082.415,Fine-tuned + RAG
SmolLM2-135M_4bit_FineTuned_adapter_safe_triage_SmolLM2-135M_4bit_ultra_safe_RAG_top2_structured_pure_diverse,SmolLM2-135M,4bit,unknown,ultra_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.28,0.5701831526271893,0.553954244863737,200,200,0,199.04313373565674,0.9952156686782837,0.006524173021316529,6909.075,Fine-tuned + RAG
SmolLM2-135M_4bit_FineTuned_adapter_safe_triage_SmolLM2-135M_4bit_ultra_safe_RAG_top3_contextual_sentence_diverse,SmolLM2-135M,4bit,unknown,ultra_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.14,0.4466381473498038,0.40277248998413984,200,200,0,218.3027799129486,1.091513899564743,0.4516092848777771,12635.875,Fine-tuned + RAG
SmolLM2-135M_8bit_FineTuned_adapter_safe_triage_SmolLM2-135M_8bit_high_capacity_safe_NoRAG,SmolLM2-135M,8bit,unknown,high_capacity_safe,True,None,None,None,None,0.0,False,0.355,0.6034761998814931,0.6072287084368184,200,200,0,92.75409436225891,0.46377047181129455,0.0,0.0,Fine-tuned
SmolLM2-135M_8bit_FineTuned_adapter_safe_triage_SmolLM2-135M_8bit_high_capacity_safe_RAG_top1_structured_contextual_diverse,SmolLM2-135M,8bit,unknown,high_capacity_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.235,0.5763329505515538,0.5577178106629698,200,200,0,125.7782187461853,0.6288910937309266,0.03745688080787659,7082.415,Fine-tuned + RAG
SmolLM2-135M_8bit_FineTuned_adapter_safe_triage_SmolLM2-135M_8bit_high_capacity_safe_RAG_top2_structured_pure_diverse,SmolLM2-135M,8bit,unknown,high_capacity_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.21,0.5326647218360416,0.505046673507734,200,200,0,132.73650527000427,0.6636825263500213,0.00654943585395813,6909.075,Fine-tuned + RAG
SmolLM2-135M_8bit_FineTuned_adapter_safe_triage_SmolLM2-135M_8bit_high_capacity_safe_RAG_top3_contextual_sentence_diverse,SmolLM2-135M,8bit,unknown,high_capacity_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.175,0.33231758277081325,0.29610746641674474,200,200,0,211.53711462020874,1.0576855731010437,0.4517167365550995,12635.875,Fine-tuned + RAG
SmolLM2-135M_8bit_FineTuned_adapter_safe_triage_SmolLM2-135M_8bit_ultra_safe_NoRAG,SmolLM2-135M,8bit,unknown,ultra_safe,True,None,None,None,None,0.0,False,0.01,0.6397341593917206,0.6741384048809982,200,200,0,23.982606649398804,0.11991303324699402,0.0,0.0,Fine-tuned
SmolLM2-135M_8bit_FineTuned_adapter_safe_triage_SmolLM2-135M_8bit_ultra_safe_RAG_top1_structured_contextual_diverse,SmolLM2-135M,8bit,unknown,ultra_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.085,0.6043247937472862,0.6006653465346534,200,200,0,91.05604386329651,0.45528021931648255,0.03729923605918884,7082.415,Fine-tuned + RAG
SmolLM2-135M_8bit_FineTuned_adapter_safe_triage_SmolLM2-135M_8bit_ultra_safe_RAG_top2_structured_pure_diverse,SmolLM2-135M,8bit,unknown,ultra_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.05,0.554797304680386,0.5448679207855325,200,200,0,90.88556718826294,0.4544278359413147,0.006128994226455689,6909.075,Fine-tuned + RAG
SmolLM2-135M_8bit_FineTuned_adapter_safe_triage_SmolLM2-135M_8bit_ultra_safe_RAG_top3_contextual_sentence_diverse,SmolLM2-135M,8bit,unknown,ultra_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.165,0.1274198840643115,0.1387603547412533,200,200,0,213.99335741996765,1.0699667870998382,0.4505175507068634,12635.875,Fine-tuned + RAG
SmolLM2-135M_8bit_FineTuned_adapter_safe_triage_SmolLM2-135M_8bit_balanced_safe_NoRAG,SmolLM2-135M,8bit,unknown,balanced_safe,True,None,None,None,None,0.0,False,0.245,0.6335189283634246,0.6370660877757071,200,200,0,71.31390309333801,0.3565695154666901,0.0,0.0,Fine-tuned
SmolLM2-135M_8bit_FineTuned_adapter_safe_triage_SmolLM2-135M_8bit_balanced_safe_RAG_top1_structured_contextual_diverse,SmolLM2-135M,8bit,unknown,balanced_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.25,0.5818802978235967,0.5700352509217691,200,200,0,126.3263030052185,0.6316315150260925,0.03726942777633667,7082.415,Fine-tuned + RAG
SmolLM2-135M_8bit_FineTuned_adapter_safe_triage_SmolLM2-135M_8bit_balanced_safe_RAG_top2_structured_pure_diverse,SmolLM2-135M,8bit,unknown,balanced_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.255,0.5672997496871088,0.5515067452872331,200,200,0,128.79566073417664,0.6439783036708832,0.006801859140396118,6909.075,Fine-tuned + RAG
SmolLM2-135M_8bit_FineTuned_adapter_safe_triage_SmolLM2-135M_8bit_balanced_safe_RAG_top3_contextual_sentence_diverse,SmolLM2-135M,8bit,unknown,balanced_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.215,0.2407975986277873,0.22470332278481014,200,200,0,214.42068600654602,1.0721034300327301,0.4516335809230804,12635.875,Fine-tuned + RAG
SmolLM2-135M_8bit_FineTuned_adapter_safe_triage_SmolLM2-135M_8bit_performance_safe_NoRAG,SmolLM2-135M,8bit,unknown,performance_safe,True,None,None,None,None,0.0,False,0.075,0.5649741200828157,0.546351217088922,200,200,0,62.80628561973572,0.31403142809867857,0.0,0.0,Fine-tuned
SmolLM2-135M_8bit_FineTuned_adapter_safe_triage_SmolLM2-135M_8bit_performance_safe_RAG_top1_structured_contextual_diverse,SmolLM2-135M,8bit,unknown,performance_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.2,0.5864251051439663,0.5713173264114212,200,200,0,112.32158255577087,0.5616079127788544,0.03731687784194946,7082.415,Fine-tuned + RAG
SmolLM2-135M_8bit_FineTuned_adapter_safe_triage_SmolLM2-135M_8bit_performance_safe_RAG_top2_structured_pure_diverse,SmolLM2-135M,8bit,unknown,performance_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.185,0.5559647495361781,0.5458036281179139,200,200,0,111.99106574058533,0.5599553287029266,0.0060321569442749025,6909.075,Fine-tuned + RAG
SmolLM2-135M_8bit_FineTuned_adapter_safe_triage_SmolLM2-135M_8bit_performance_safe_RAG_top3_contextual_sentence_diverse,SmolLM2-135M,8bit,unknown,performance_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.17,0.33791986359761295,0.3050892486508925,200,200,0,211.84369349479675,1.0592184674739837,0.4524677205085754,12635.875,Fine-tuned + RAG
SmolLM2-360M_4bit_FineTuned_adapter_safe_triage_SmolLM2-360M_4bit_balanced_safe_NoRAG,SmolLM2-360M,4bit,unknown,balanced_safe,True,None,None,None,None,0.0,False,0.465,0.5227634543178974,0.48355207345675927,200,200,0,168.85909938812256,0.8442954969406128,0.0,0.0,Fine-tuned
SmolLM2-360M_4bit_FineTuned_adapter_safe_triage_SmolLM2-360M_4bit_balanced_safe_RAG_top1_structured_contextual_diverse,SmolLM2-360M,4bit,unknown,balanced_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.255,0.21974308300395257,0.20566907775768534,200,200,0,231.08578872680664,1.1554289436340333,0.04625700354576111,7082.415,Fine-tuned + RAG
SmolLM2-360M_4bit_FineTuned_adapter_safe_triage_SmolLM2-360M_4bit_balanced_safe_RAG_top2_structured_pure_diverse,SmolLM2-360M,4bit,unknown,balanced_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.3,0.26811126429324467,0.24628403127663073,200,200,0,229.90231847763062,1.1495115923881531,0.015901905298233033,6909.075,Fine-tuned + RAG
SmolLM2-360M_4bit_FineTuned_adapter_safe_triage_SmolLM2-360M_4bit_balanced_safe_RAG_top3_contextual_sentence_diverse,SmolLM2-360M,4bit,unknown,balanced_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.22,0.2768132072959659,0.24977301342857572,200,200,0,275.1977882385254,1.375988941192627,0.4537832963466644,12635.875,Fine-tuned + RAG
SmolLM2-360M_4bit_FineTuned_adapter_safe_triage_SmolLM2-360M_4bit_ultra_safe_NoRAG,SmolLM2-360M,4bit,unknown,ultra_safe,True,None,None,None,None,0.0,False,0.05,0.6215154782073002,0.6232829203275032,200,200,0,177.60317206382751,0.8880158603191376,0.0,0.0,Fine-tuned
SmolLM2-360M_4bit_FineTuned_adapter_safe_triage_SmolLM2-360M_4bit_ultra_safe_RAG_top1_structured_contextual_diverse,SmolLM2-360M,4bit,unknown,ultra_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.265,0.4835084506137137,0.44500222965440356,200,200,0,235.91793966293335,1.1795896983146668,0.04869655013084412,7082.415,Fine-tuned + RAG
SmolLM2-360M_4bit_FineTuned_adapter_safe_triage_SmolLM2-360M_4bit_ultra_safe_RAG_top2_structured_pure_diverse,SmolLM2-360M,4bit,unknown,ultra_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.295,0.5036804940739684,0.46527133396372133,200,200,0,236.31520819664001,1.1815760409832001,0.017552024126052855,6909.075,Fine-tuned + RAG
SmolLM2-360M_4bit_FineTuned_adapter_safe_triage_SmolLM2-360M_4bit_ultra_safe_RAG_top3_contextual_sentence_diverse,SmolLM2-360M,4bit,unknown,ultra_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.155,0.28354311358051076,0.25611752877690463,200,200,0,272.5438446998596,1.3627192234992982,0.452305850982666,12635.875,Fine-tuned + RAG
SmolLM2-360M_4bit_FineTuned_adapter_safe_triage_SmolLM2-360M_4bit_high_capacity_safe_NoRAG,SmolLM2-360M,4bit,unknown,high_capacity_safe,True,None,None,None,None,0.0,False,0.37,0.40893329036416376,0.3665608129564941,200,200,0,158.30053997039795,0.7915026998519897,0.0,0.0,Fine-tuned
SmolLM2-360M_4bit_FineTuned_adapter_safe_triage_SmolLM2-360M_4bit_high_capacity_safe_RAG_top1_structured_contextual_diverse,SmolLM2-360M,4bit,unknown,high_capacity_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.295,0.28518084066471167,0.25690855781564964,200,200,0,230.0191650390625,1.1500958251953124,0.04660100936889648,7082.415,Fine-tuned + RAG
SmolLM2-360M_4bit_FineTuned_adapter_safe_triage_SmolLM2-360M_4bit_high_capacity_safe_RAG_top2_structured_pure_diverse,SmolLM2-360M,4bit,unknown,high_capacity_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.285,0.2669744543515125,0.2420398035144579,200,200,0,228.72168159484863,1.1436084079742432,0.015340006351470948,6909.075,Fine-tuned + RAG
SmolLM2-360M_4bit_FineTuned_adapter_safe_triage_SmolLM2-360M_4bit_high_capacity_safe_RAG_top3_contextual_sentence_diverse,SmolLM2-360M,4bit,unknown,high_capacity_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.28,0.41175426804678045,0.3728391787898234,200,200,0,271.17524814605713,1.3558762407302856,0.45250094890594483,12635.875,Fine-tuned + RAG
SmolLM2-360M_4bit_FineTuned_adapter_safe_triage_SmolLM2-360M_4bit_performance_safe_NoRAG,SmolLM2-360M,4bit,unknown,performance_safe,True,None,None,None,None,0.0,False,0.275,0.4057404181184669,0.3656617647058823,200,200,0,158.95779395103455,0.7947889697551728,0.0,0.0,Fine-tuned
SmolLM2-360M_4bit_FineTuned_adapter_safe_triage_SmolLM2-360M_4bit_performance_safe_RAG_top1_structured_contextual_diverse,SmolLM2-360M,4bit,unknown,performance_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.25,0.21642194829278932,0.20273362936767866,200,200,0,216.21190309524536,1.0810595154762268,0.04335707426071167,7082.415,Fine-tuned + RAG
SmolLM2-360M_4bit_FineTuned_adapter_safe_triage_SmolLM2-360M_4bit_performance_safe_RAG_top2_structured_pure_diverse,SmolLM2-360M,4bit,unknown,performance_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.255,0.21327911515940146,0.20138392857142853,200,200,0,213.55546140670776,1.0677773070335388,0.013277331590652466,6909.075,Fine-tuned + RAG
SmolLM2-360M_4bit_FineTuned_adapter_safe_triage_SmolLM2-360M_4bit_performance_safe_RAG_top3_contextual_sentence_diverse,SmolLM2-360M,4bit,unknown,performance_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.195,0.3751514988573733,0.337375033810481,200,200,0,273.4970235824585,1.3674851179122924,0.48708696246147154,12635.875,Fine-tuned + RAG
SmolLM2-360M_8bit_FineTuned_adapter_safe_triage_SmolLM2-360M_8bit_balanced_safe_NoRAG,SmolLM2-360M,8bit,unknown,balanced_safe,True,None,None,None,None,0.0,False,0.37,0.4031570757880617,0.36101137185926996,200,200,0,141.39233374595642,0.7069616687297821,0.0,0.0,Fine-tuned
SmolLM2-360M_8bit_FineTuned_adapter_safe_triage_SmolLM2-360M_8bit_balanced_safe_RAG_top1_structured_contextual_diverse,SmolLM2-360M,8bit,unknown,balanced_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.19,0.5050922565951026,0.46642021100386855,200,200,0,176.10154747962952,0.8805077373981476,0.04544739246368408,7082.415,Fine-tuned + RAG
SmolLM2-360M_8bit_FineTuned_adapter_safe_triage_SmolLM2-360M_8bit_balanced_safe_RAG_top2_structured_pure_diverse,SmolLM2-360M,8bit,unknown,balanced_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.155,0.478861609039164,0.44244950898647395,200,200,0,169.62460231781006,0.8481230115890503,0.012650402784347535,6909.075,Fine-tuned + RAG
SmolLM2-360M_8bit_FineTuned_adapter_safe_triage_SmolLM2-360M_8bit_balanced_safe_RAG_top3_contextual_sentence_diverse,SmolLM2-360M,8bit,unknown,balanced_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.17,0.39137949429211566,0.35141160537556,200,200,0,280.46851921081543,1.4023425960540772,0.4812151086330414,12635.875,Fine-tuned + RAG
SmolLM2-360M_8bit_FineTuned_adapter_safe_triage_SmolLM2-360M_8bit_high_capacity_safe_NoRAG,SmolLM2-360M,8bit,unknown,high_capacity_safe,True,None,None,None,None,0.0,False,0.455,0.4858620689655172,0.44764799154334045,200,200,0,142.8863081932068,0.7144315409660339,0.0,0.0,Fine-tuned
SmolLM2-360M_8bit_FineTuned_adapter_safe_triage_SmolLM2-360M_8bit_high_capacity_safe_RAG_top1_structured_contextual_diverse,SmolLM2-360M,8bit,unknown,high_capacity_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.175,0.4527087114337568,0.4133184257602862,200,200,0,182.69261479377747,0.9134630739688874,0.0448385751247406,7082.415,Fine-tuned + RAG
SmolLM2-360M_8bit_FineTuned_adapter_safe_triage_SmolLM2-360M_8bit_high_capacity_safe_RAG_top2_structured_pure_diverse,SmolLM2-360M,8bit,unknown,high_capacity_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.175,0.44402078381515664,0.40511881894517315,200,200,0,181.659734249115,0.908298671245575,0.01360518455505371,6909.075,Fine-tuned + RAG
SmolLM2-360M_8bit_FineTuned_adapter_safe_triage_SmolLM2-360M_8bit_high_capacity_safe_RAG_top3_contextual_sentence_diverse,SmolLM2-360M,8bit,unknown,high_capacity_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.205,0.45952176379995135,0.41836181307661446,200,200,0,283.0522770881653,1.4152613854408265,0.482172429561615,12635.875,Fine-tuned + RAG
SmolLM2-360M_8bit_FineTuned_adapter_safe_triage_SmolLM2-360M_8bit_ultra_safe_NoRAG,SmolLM2-360M,8bit,unknown,ultra_safe,True,None,None,None,None,0.0,False,0.0,0.6539031339031339,0.7110285006195787,200,200,0,191.52705335617065,0.9576352667808533,0.0,0.0,Fine-tuned
SmolLM2-360M_8bit_FineTuned_adapter_safe_triage_SmolLM2-360M_8bit_ultra_safe_RAG_top1_structured_contextual_diverse,SmolLM2-360M,8bit,unknown,ultra_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.28,0.4115904331533121,0.36916041979010494,200,200,0,218.19496297836304,1.0909748148918152,0.047618190050125124,7082.415,Fine-tuned + RAG
SmolLM2-360M_8bit_FineTuned_adapter_safe_triage_SmolLM2-360M_8bit_ultra_safe_RAG_top2_structured_pure_diverse,SmolLM2-360M,8bit,unknown,ultra_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.315,0.41602077922077924,0.372226148409894,200,200,0,223.50707173347473,1.1175353586673737,0.016837319135665895,6909.075,Fine-tuned + RAG
SmolLM2-360M_8bit_FineTuned_adapter_safe_triage_SmolLM2-360M_8bit_ultra_safe_RAG_top3_contextual_sentence_diverse,SmolLM2-360M,8bit,unknown,ultra_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.13,0.4741680541680542,0.4383416307113619,200,200,0,285.4793961048126,1.4273969805240632,0.4831631970405579,12635.875,Fine-tuned + RAG
SmolLM2-360M_8bit_FineTuned_adapter_safe_triage_SmolLM2-360M_8bit_performance_safe_NoRAG,SmolLM2-360M,8bit,unknown,performance_safe,True,None,None,None,None,0.0,False,0.365,0.37411821009810964,0.3348322923895443,200,200,0,142.25725173950195,0.7112862586975097,0.0,0.0,Fine-tuned
SmolLM2-360M_8bit_FineTuned_adapter_safe_triage_SmolLM2-360M_8bit_performance_safe_RAG_top1_structured_contextual_diverse,SmolLM2-360M,8bit,unknown,performance_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.125,0.5958185117967332,0.5880545173602398,200,200,0,128.37946462631226,0.6418973231315612,0.03955441236495972,7082.415,Fine-tuned + RAG
SmolLM2-360M_8bit_FineTuned_adapter_safe_triage_SmolLM2-360M_8bit_performance_safe_RAG_top2_structured_pure_diverse,SmolLM2-360M,8bit,unknown,performance_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.105,0.5810338015014908,0.5699615927518629,200,200,0,125.42487812042236,0.6271243906021118,0.009035311937332154,6909.075,Fine-tuned + RAG
SmolLM2-360M_8bit_FineTuned_adapter_safe_triage_SmolLM2-360M_8bit_performance_safe_RAG_top3_contextual_sentence_diverse,SmolLM2-360M,8bit,unknown,performance_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.19,0.42808634489449426,0.3863538321430283,200,200,0,276.23268032073975,1.3811634016036987,0.449164035320282,12635.875,Fine-tuned + RAG
Gemma-270M_4bit_FineTuned_adapter_safe_triage_Gemma-270M_4bit_performance_safe_NoRAG,Gemma-270M,4bit,unknown,performance_safe,True,None,None,None,None,0.0,False,0.16,0.2407286859363614,0.22022497187851517,200,200,0,198.57330965995789,0.9928665482997894,0.0,0.0,Fine-tuned
Gemma-270M_4bit_FineTuned_adapter_safe_triage_Gemma-270M_4bit_performance_safe_RAG_top1_structured_contextual_diverse,Gemma-270M,4bit,unknown,performance_safe,True,top1_structured_contextual_diverse,structured_agent_tinfoil_medical,contextual_rag,diverse,0.595,True,0.17,0.10053571428571428,0.12030198716945704,200,200,0,222.51685237884521,1.112584261894226,0.04591464757919311,7082.415,Fine-tuned + RAG
Gemma-270M_4bit_FineTuned_adapter_safe_triage_Gemma-270M_4bit_performance_safe_RAG_top2_structured_pure_diverse,Gemma-270M,4bit,unknown,performance_safe,True,top2_structured_pure_diverse,structured_agent_tinfoil_medical,pure_rag,diverse,0.59,True,0.18,0.0654924474666964,0.10124417095331953,200,200,0,225.52972435951233,1.1276486217975616,0.01441481351852417,6909.075,Fine-tuned + RAG
Gemma-270M_4bit_FineTuned_adapter_safe_triage_Gemma-270M_4bit_performance_safe_RAG_top3_contextual_sentence_diverse,Gemma-270M,4bit,unknown,performance_safe,True,top3_contextual_sentence_diverse,contextual_sentence_c1024_o2_tinfoil,contextual_rag,diverse,0.525,True,0.175,0.07369015644469057,0.10481399177349761,200,200,0,241.62521266937256,1.208126063346863,0.49290614247322084,12635.875,Fine-tuned + RAG
